customer_id,email,first_name,last_name,birthdate,city,city_state,zip_prefix
CUST000046,cust000046@example.com,Ivan,Pavlović,1962-05-23,Porto Alegre,RS,12853
CUST000047,cust000047@example.com,Laura,Šimić,2001-11-20,Rio de Janeiro,RJ,85664
CUST000048,cust000048@example.com,Iva,Đurić,1961-04-15,Curitiba,DF,58022
CUST000049,cust000049@example.com,Petra,Đurić,1951-08-02,Salvador,RJ,12736
CUST000050,cust000050@example.com,Mario,Brkić,2006-04-28,Brasilia,ES,43724
CUST000051,cust000051@example.com,Ivan,Grgić,1958-05-22,Belo Horizonte,RS,21440
CUST000052,cust000052@example.com,Antonio,Marković,1993-08-02,Sao Paulo,SP,80716
CUST000053,cust000053@example.com,Matej,Šimić,1975-04-25,Curitiba,RS,40284
CUST000054,cust000054@example.com,Elena,Popović,1981-07-19,Rio de Janeiro,MG,21646
CUST000055,cust000055@example.com,Lucija,Radić,2008-02-23,Brasilia,SC,94565
CUST000056,cust000056@example.com,Mario,Grgić,1980-05-02,Curitiba,BA,95694
CUST000057,cust000057@example.com,Sara,Milić,1950-01-31,Rio de Janeiro,DF,24342
CUST000058,cust000058@example.com,Marija,Šimić,1963-04-22,Florianopolis,RJ,75620
CUST000059,cust000059@example.com,Lucija,Matić,1963-05-30,Florianopolis,SC,74261
CUST000060,cust000060@example.com,Lucija,Đurić,1949-08-31,Goiania,SC,11935
CUST000061,cust000061@example.com,Ana,Brkić,1985-10-27,Curitiba,GO,52376
CUST000062,cust000062@example.com,Matej,Vuković,1957-01-18,Florianopolis,PR,84798
CUST000063,cust000063@example.com,Nikola,Brkić,1989-10-04,Rio de Janeiro,GO,87140
CUST000064,cust000064@example.com,Petra,Marić,2002-09-05,Goiania,GO,52481
CUST000065,cust000065@example.com,Sara,Petrović,1950-02-02,Rio de Janeiro,BA,98669
CUST000066,cust000066@example.com,Nikola,Lončar,2001-03-21,Goiania,MG,65721
CUST000067,cust000067@example.com,Nika,Šimić,1988-05-15,Curitiba,RS,12838
CUST000068,cust000068@example.com,Ivan,Marković,1971-09-09,Brasilia,GO,45330
CUST000069,cust000069@example.com,Ema,Vuković,2006-03-18,Salvador,ES,88976
CUST000070,cust000070@example.com,Petar,Grgić,1962-11-23,Campinas,RS,46994
CUST000071,cust000071@example.com,Ivana,Popović,1982-11-19,Brasilia,MG,40384
CUST000072,cust000072@example.com,David,Šimić,1957-12-28,Porto Alegre,RJ,55378
CUST000073,cust000073@example.com,Tomislav,Perić,1949-06-25,Rio de Janeiro,PR,42643
CUST000074,cust000074@example.com,Nika,Rajić,1962-07-25,Porto Alegre,RS,26926
CUST000075,cust000075@example.com,Tomislav,Nikolić,1974-07-30,Brasilia,DF,48977
CUST000076,cust000076@example.com,Ivan,Kovačević,1980-04-14,Goiania,BA,33652
CUST000077,cust000077@example.com,Matej,Šarić,1946-09-27,Campinas,SC,73295
CUST000078,cust000078@example.com,Laura,Popović,1946-04-09,Campinas,RJ,20270
CUST000079,cust000079@example.com,Laura,Perić,1957-04-26,Sao Paulo,MG,92804
CUST000080,cust000080@example.com,Matej,Petrović,1986-09-07,Campinas,GO,71630
CUST000081,cust000081@example.com,Nika,Šimić,1994-03-07,Salvador,ES,46417
CUST000082,cust000082@example.com,Ivan,Brkić,1966-11-04,Campinas,ES,56894
CUST000083,cust000083@example.com,Dario,Grgić,1960-02-28,Brasilia,PR,66042
CUST000084,cust000084@example.com,Elena,Petrović,1980-09-14,Sao Paulo,MG,73253
CUST000085,cust000085@example.com,Sara,Brkić,1958-03-02,Brasilia,RJ,58841
CUST000086,cust000086@example.com,Josip,Novak,1962-04-13,Brasilia,DF,62723
CUST000087,cust000087@example.com,Klara,Knežević,1956-10-26,Belo Horizonte,SC,30317
CUST000088,cust000088@example.com,Ana,Marković,1976-12-22,Sao Paulo,GO,65008
CUST000089,cust000089@example.com,Mia,Vuković,1960-03-01,Brasilia,BA,46434
CUST000090,cust000090@example.com,Ivan,Tomić,1992-11-12,Belo Horizonte,SP,56125
CUST000091,cust000091@example.com,Petra,Petrović,1980-06-18,Belo Horizonte,SP,90984
CUST000092,cust000092@example.com,Ana,Horvat,1999-03-09,Sao Paulo,GO,85449
CUST000093,cust000093@example.com,Karlo,Radić,1969-09-28,Porto Alegre,RJ,84102
CUST000094,cust000094@example.com,Ema,Rajić,1980-06-06,Goiania,GO,91141
CUST000095,cust000095@example.com,Matej,Matić,1969-11-28,Salvador,MG,10557
CUST000096,cust000096@example.com,Mario,Matić,1959-08-14,Goiania,SP,54383
CUST000097,cust000097@example.com,Petar,Knežević,1947-10-27,Campinas,PR,16040
CUST000098,cust000098@example.com,Ivan,Radić,1962-06-20,Salvador,MG,56652
CUST000099,cust000099@example.com,Nikola,Šimić,1966-02-16,Campinas,SP,70941
CUST000100,cust000100@example.com,David,Pavić,1946-12-02,Brasilia,DF,97340
CUST000101,cust000101@example.com,Tomislav,Đurić,2005-05-06,Rio de Janeiro,SC,84828
CUST000102,cust000102@example.com,Luka,Novak,1998-02-20,Sao Paulo,ES,36110
CUST000103,cust000103@example.com,Luka,Babić,2003-05-10,Salvador,MG,15349
CUST000104,cust000104@example.com,Petar,Nikolić,1959-12-01,Salvador,ES,40374
CUST000105,cust000105@example.com,Dario,Popović,1977-03-27,Brasilia,ES,94545
CUST000106,cust000106@example.com,Lana,Kovač,1956-01-09,Porto Alegre,SP,52591
CUST000107,cust000107@example.com,Klara,Lončar,1993-10-08,Belo Horizonte,MG,10057
CUST000108,cust000108@example.com,Marija,Brkić,1974-11-12,Brasilia,SC,84039
CUST000109,cust000109@example.com,Filip,Vuković,1970-10-21,Florianopolis,DF,74578
CUST000110,cust000110@example.com,Nikola,Šimić,1986-08-31,Belo Horizonte,RS,29121
CUST000111,cust000111@example.com,Tomislav,Novak,1988-05-03,Sao Paulo,PR,15493
CUST000112,cust000112@example.com,Petar,Matić,1996-08-16,Belo Horizonte,ES,77818
CUST000113,cust000113@example.com,Nikola,Šimić,1994-05-16,Porto Alegre,SC,98706
CUST000114,cust000114@example.com,Josip,Jurić,1969-09-09,Belo Horizonte,BA,11431
CUST000115,cust000115@example.com,Leon,Tomić,2002-11-26,Sao Paulo,BA,70469
CUST000116,cust000116@example.com,Nikola,Šarić,1952-09-10,Porto Alegre,RS,72241
CUST000117,cust000117@example.com,Ivana,Blažević,1964-07-10,Goiania,RS,55294
CUST000118,cust000118@example.com,Tomislav,Rajić,2006-12-30,Salvador,RS,96127
CUST000119,cust000119@example.com,Lucija,Horvat,1955-10-07,Salvador,PR,21351
CUST000120,cust000120@example.com,Antonio,Šimić,1986-01-29,Campinas,PR,42483
CUST000121,cust000121@example.com,Tomislav,Tomić,2007-08-27,Goiania,DF,41195
CUST000122,cust000122@example.com,Antonio,Matić,1997-11-27,Goiania,ES,32735
CUST000123,cust000123@example.com,Petar,Jurić,1982-03-18,Belo Horizonte,RJ,25203
CUST000124,cust000124@example.com,Laura,Nikolić,1989-06-16,Salvador,BA,13974
CUST000125,cust000125@example.com,Luka,Blažević,1957-09-30,Sao Paulo,SP,95222
CUST000126,cust000126@example.com,Lana,Knežević,2005-10-05,Curitiba,SP,49713
CUST000127,cust000127@example.com,Nikola,Rajić,1995-12-21,Curitiba,RS,22636
CUST000128,cust000128@example.com,Filip,Kovačević,1971-04-17,Porto Alegre,GO,45070
CUST000129,cust000129@example.com,Iva,Đurić,1995-06-26,Salvador,BA,39123
CUST000130,cust000130@example.com,Luka,Radić,1971-07-16,Salvador,RJ,41812
CUST000131,cust000131@example.com,Klara,Kovačević,1963-03-13,Curitiba,RJ,38760
CUST000132,cust000132@example.com,Sara,Jurić,2002-09-28,Salvador,SP,14966
CUST000133,cust000133@example.com,Klara,Rajić,1951-10-20,Belo Horizonte,GO,93962
CUST000134,cust000134@example.com,Ema,Petrović,1969-05-10,Florianopolis,RJ,89698
CUST000135,cust000135@example.com,Lucija,Marković,2004-03-11,Rio de Janeiro,BA,26058
CUST000136,cust000136@example.com,Dora,Kovačević,1950-11-27,Goiania,ES,51482
CUST000137,cust000137@example.com,Mia,Božić,1985-08-23,Campinas,SC,12998
CUST000138,cust000138@example.com,Petar,Pavić,1961-04-04,Porto Alegre,GO,71265
CUST000139,cust000139@example.com,Leon,Kovač,1991-07-20,Florianopolis,RJ,76445
CUST000140,cust000140@example.com,Josip,Nikolić,1971-07-08,Curitiba,GO,44648
CUST000141,cust000141@example.com,Sara,Knežević,1998-10-20,Goiania,GO,70623
CUST000142,cust000142@example.com,Marija,Brkić,1988-12-05,Salvador,ES,88033
CUST000143,cust000143@example.com,David,Tomić,2003-07-28,Campinas,BA,94480
CUST000144,cust000144@example.com,Antonio,Brkić,1975-01-01,Salvador,SP,17527
CUST000145,cust000145@example.com,Dario,Kovačević,1955-02-19,Sao Paulo,ES,13072
CUST000146,cust000146@example.com,Ana,Božić,2007-09-27,Sao Paulo,RJ,22018
CUST000147,cust000147@example.com,Dora,Novak,1998-08-13,Campinas,RS,39652
CUST000148,cust000148@example.com,Lucija,Kovačević,1950-11-08,Campinas,ES,14476
CUST000149,cust000149@example.com,Marija,Popović,2006-09-18,Curitiba,RS,37482
CUST000150,cust000150@example.com,Antonio,Božić,2006-05-14,Campinas,MG,72513
CUST000151,cust000151@example.com,Mia,Marković,1956-03-17,Belo Horizonte,SP,96411
CUST000152,cust000152@example.com,Marko,Petrović,1950-08-03,Salvador,BA,26219
CUST000153,cust000153@example.com,Dora,Vidović,1958-04-10,Florianopolis,SC,40448
CUST000154,cust000154@example.com,Iva,Novak,1995-03-14,Brasilia,GO,89903
CUST000155,cust000155@example.com,Matej,Blažević,1994-04-28,Campinas,RS,35120
CUST000156,cust000156@example.com,Ema,Horvat,1967-05-12,Porto Alegre,SC,16855
CUST000157,cust000157@example.com,Elena,Tomić,1965-01-16,Sao Paulo,SC,66553
CUST000158,cust000158@example.com,Josip,Božić,1970-01-30,Belo Horizonte,RS,78633
CUST000159,cust000159@example.com,Dario,Marković,1988-07-28,Goiania,SC,54585
CUST000160,cust000160@example.com,Ema,Nikolić,2003-11-19,Brasilia,GO,95425
CUST000161,cust000161@example.com,Lucija,Božić,1950-10-04,Florianopolis,DF,11084
CUST000162,cust000162@example.com,Tomislav,Horvat,1980-02-28,Brasilia,MG,31944
CUST000163,cust000163@example.com,Ana,Rajić,1972-08-19,Campinas,RS,43921
CUST000164,cust000164@example.com,Petar,Jurić,1973-09-13,Curitiba,GO,71282
CUST000165,cust000165@example.com,Ema,Novak,1999-11-16,Sao Paulo,SP,97393
CUST000166,cust000166@example.com,Marija,Đurić,1986-06-07,Sao Paulo,RS,61397
CUST000167,cust000167@example.com,Lana,Petrović,1958-04-24,Goiania,GO,28070
CUST000168,cust000168@example.com,Karlo,Petrović,2007-08-08,Curitiba,GO,64987
CUST000169,cust000169@example.com,Laura,Petrović,1946-01-13,Salvador,ES,66690
CUST000170,cust000170@example.com,Marija,Šimić,1968-04-10,Rio de Janeiro,DF,71134
CUST000171,cust000171@example.com,Karlo,Blažević,1948-05-23,Belo Horizonte,RS,97755
CUST000172,cust000172@example.com,Elena,Perić,1979-09-03,Sao Paulo,BA,69439
CUST000173,cust000173@example.com,Matej,Radić,1951-06-26,Porto Alegre,GO,41489
CUST000174,cust000174@example.com,Mia,Horvat,1951-10-21,Sao Paulo,MG,33178
CUST000175,cust000175@example.com,Marko,Novak,1986-05-04,Brasilia,ES,89019
CUST000176,cust000176@example.com,Antonio,Lončar,1963-09-25,Sao Paulo,GO,67956
CUST000177,cust000177@example.com,Nika,Božić,1970-04-29,Sao Paulo,RS,57802
CUST000178,cust000178@example.com,Mia,Marković,1996-09-26,Rio de Janeiro,RJ,72778
CUST000179,cust000179@example.com,Ivan,Knežević,1985-07-09,Rio de Janeiro,GO,67719
CUST000180,cust000180@example.com,Lana,Milić,1973-11-11,Florianopolis,PR,43573
CUST000181,cust000181@example.com,Dario,Vidović,2002-04-03,Salvador,RJ,43688
CUST000182,cust000182@example.com,Nikola,Nikolić,1980-11-04,Porto Alegre,GO,56475
CUST000183,cust000183@example.com,Ivana,Marić,1962-08-22,Sao Paulo,SC,60697
CUST000184,cust000184@example.com,Karlo,Horvat,2007-08-25,Sao Paulo,GO,43978
CUST000185,cust000185@example.com,Lucija,Pavlović,1990-08-10,Belo Horizonte,SP,39677
CUST000186,cust000186@example.com,Sara,Horvat,2005-05-28,Rio de Janeiro,SC,91540
CUST000187,cust000187@example.com,Ana,Vidović,1981-07-22,Porto Alegre,RS,20272
CUST000188,cust000188@example.com,Mia,Blažević,1976-09-26,Goiania,MG,16212
CUST000189,cust000189@example.com,David,Novak,1980-06-09,Florianopolis,RJ,31071
CUST000190,cust000190@example.com,Josip,Đurić,1984-06-13,Salvador,BA,85236
CUST000191,cust000191@example.com,Laura,Lončar,1995-08-31,Curitiba,ES,27297
CUST000192,cust000192@example.com,Nika,Nikolić,2006-08-06,Salvador,MG,61932
CUST000193,cust000193@example.com,Lucija,Marković,1953-09-10,Brasilia,SC,66884
CUST000194,cust000194@example.com,Lana,Horvat,1997-03-18,Sao Paulo,ES,38625
CUST000195,cust000195@example.com,Ivan,Brkić,1961-01-20,Florianopolis,RJ,38831
CUST000196,cust000196@example.com,Ema,Kovačević,1982-04-10,Brasilia,BA,66478
CUST000197,cust000197@example.com,Ema,Kovačević,1980-06-29,Porto Alegre,PR,72909
CUST000198,cust000198@example.com,Josip,Vidović,1991-05-24,Curitiba,PR,39367
CUST000199,cust000199@example.com,Nika,Tomić,1952-06-13,Rio de Janeiro,BA,55813
CUST000200,cust000200@example.com,Ivan,Horvat,1977-11-08,Florianopolis,ES,30121
CUST000201,cust000201@example.com,Laura,Perić,1998-02-06,Florianopolis,RS,45547
CUST000202,cust000202@example.com,Iva,Đurić,1971-04-25,Sao Paulo,ES,73642
CUST000203,cust000203@example.com,Lana,Marković,1956-10-20,Campinas,GO,34914
CUST000204,cust000204@example.com,Petar,Matić,1983-10-30,Florianopolis,ES,27178
CUST000205,cust000205@example.com,Sara,Brkić,2005-10-30,Belo Horizonte,RS,77258
CUST000206,cust000206@example.com,Marija,Šimić,1999-10-19,Curitiba,MG,89421
CUST000207,cust000207@example.com,Elena,Marković,1986-10-31,Curitiba,RJ,70563
CUST000208,cust000208@example.com,Marija,Lončar,1976-08-10,Belo Horizonte,ES,60050
CUST000209,cust000209@example.com,Filip,Kovačević,1966-03-19,Goiania,RJ,72607
CUST000210,cust000210@example.com,Matej,Perić,1967-06-09,Belo Horizonte,SC,75638
CUST000211,cust000211@example.com,Antonio,Radić,1993-06-08,Belo Horizonte,PR,23262
CUST000212,cust000212@example.com,Ana,Nikolić,1993-12-05,Curitiba,PR,17453
CUST000213,cust000213@example.com,Mia,Popović,1993-12-18,Salvador,RS,55174
CUST000214,cust000214@example.com,Dora,Blažević,1989-11-13,Curitiba,SC,87760
CUST000215,cust000215@example.com,Laura,Marković,1991-09-24,Campinas,PR,16172
CUST000216,cust000216@example.com,Ivan,Brkić,1993-08-19,Sao Paulo,RS,86788
CUST000217,cust000217@example.com,Tomislav,Božić,2007-06-28,Brasilia,ES,27918
CUST000218,cust000218@example.com,Karlo,Matić,1956-08-03,Salvador,SC,17197
CUST000219,cust000219@example.com,Karlo,Đurić,1991-01-13,Rio de Janeiro,GO,23677
CUST000220,cust000220@example.com,Sara,Lončar,1950-01-25,Brasilia,GO,21039
CUST000221,cust000221@example.com,Petra,Lončar,1952-01-02,Sao Paulo,GO,37785
CUST000222,cust000222@example.com,Elena,Lončar,1947-05-01,Campinas,MG,14570
CUST000223,cust000223@example.com,Dario,Milić,2005-10-27,Campinas,GO,82242
CUST000224,cust000224@example.com,Petar,Marić,1955-06-28,Rio de Janeiro,SC,21655
CUST000225,cust000225@example.com,Ema,Babić,1946-06-04,Salvador,SP,57907
CUST000226,cust000226@example.com,Luka,Vidović,1972-11-07,Goiania,PR,19449
CUST000227,cust000227@example.com,Sara,Šimić,1959-08-16,Belo Horizonte,GO,34630
CUST000228,cust000228@example.com,Filip,Kovač,1990-03-21,Salvador,SC,84658
CUST000229,cust000229@example.com,Luka,Vidović,1991-12-29,Goiania,DF,56371
CUST000230,cust000230@example.com,Lana,Milić,2000-05-10,Campinas,ES,20991
CUST000231,cust000231@example.com,Tomislav,Knežević,1961-10-23,Curitiba,MG,34887
CUST000232,cust000232@example.com,Ivan,Popović,2006-01-21,Sao Paulo,RJ,23859
CUST000233,cust000233@example.com,Marko,Horvat,1986-04-14,Rio de Janeiro,RS,33640
CUST000234,cust000234@example.com,Nika,Marić,1960-03-30,Sao Paulo,DF,58339
CUST000235,cust000235@example.com,Dario,Milić,1970-09-03,Porto Alegre,DF,63235
CUST000236,cust000236@example.com,Lana,Kovač,1960-02-24,Porto Alegre,MG,12512
CUST000237,cust000237@example.com,Laura,Đurić,1976-07-26,Salvador,RS,90982
CUST000238,cust000238@example.com,Matej,Petrović,1949-06-16,Campinas,MG,31912
CUST000239,cust000239@example.com,Dora,Đurić,1961-12-25,Campinas,GO,45515
CUST000240,cust000240@example.com,Antonio,Rajić,1946-11-13,Belo Horizonte,RJ,25416
CUST000241,cust000241@example.com,Lucija,Babić,2005-12-21,Belo Horizonte,RS,82816
CUST000242,cust000242@example.com,Dario,Vuković,1973-06-24,Belo Horizonte,SC,86510
CUST000243,cust000243@example.com,Karlo,Vidović,1974-03-10,Curitiba,PR,53746
CUST000244,cust000244@example.com,Mia,Nikolić,1980-06-15,Brasilia,MG,53775
CUST000245,cust000245@example.com,Tomislav,Milić,1981-12-14,Florianopolis,RJ,22227
CUST000246,cust000246@example.com,Nikola,Rajić,1974-03-04,Brasilia,ES,23031
CUST000247,cust000247@example.com,Sara,Milić,2000-04-01,Sao Paulo,SP,43000
CUST000248,cust000248@example.com,Ema,Šimić,1998-05-28,Brasilia,ES,61253
CUST000249,cust000249@example.com,Ana,Grgić,1987-02-01,Curitiba,SP,77564
CUST000250,cust000250@example.com,Ema,Popović,1983-07-28,Sao Paulo,BA,28313
CUST000251,cust000251@example.com,Tomislav,Pavić,2007-11-02,Brasilia,SC,85186
CUST000252,cust000252@example.com,Iva,Brkić,1987-08-06,Curitiba,BA,67751
CUST000253,cust000253@example.com,Laura,Popović,1996-03-13,Florianopolis,MG,62492
CUST000254,cust000254@example.com,David,Radić,1947-11-13,Brasilia,MG,40364
CUST000255,cust000255@example.com,Tomislav,Pavić,1971-05-04,Curitiba,SP,28361
CUST000256,cust000256@example.com,Mario,Pavić,1963-09-16,Belo Horizonte,RS,77949
CUST000257,cust000257@example.com,Laura,Božić,1999-04-13,Campinas,RJ,41070
CUST000258,cust000258@example.com,Iva,Nikolić,1969-12-04,Belo Horizonte,GO,32409
CUST000259,cust000259@example.com,Marija,Božić,1981-08-07,Campinas,DF,39854
CUST000260,cust000260@example.com,Sara,Šimić,1998-11-10,Rio de Janeiro,MG,39655
CUST000261,cust000261@example.com,Ema,Perić,1956-09-13,Rio de Janeiro,BA,19952
CUST000262,cust000262@example.com,Marko,Rajić,1982-11-16,Rio de Janeiro,BA,46365
CUST000263,cust000263@example.com,Lucija,Knežević,1952-01-29,Florianopolis,ES,93298
CUST000264,cust000264@example.com,Nikola,Vuković,1963-12-08,Belo Horizonte,SC,76156
CUST000265,cust000265@example.com,Tomislav,Nikolić,1997-02-02,Campinas,SP,66724
CUST000266,cust000266@example.com,Tomislav,Božić,1947-06-18,Curitiba,DF,25455
CUST000267,cust000267@example.com,Laura,Perić,1961-11-19,Sao Paulo,SP,97746
CUST000268,cust000268@example.com,Iva,Matić,1965-08-23,Curitiba,MG,57673
CUST000269,cust000269@example.com,Ivana,Rajić,1988-05-19,Sao Paulo,PR,10974
CUST000270,cust000270@example.com,Marko,Matić,1979-03-13,Porto Alegre,DF,22679
CUST000271,cust000271@example.com,Klara,Šimić,1952-02-11,Curitiba,ES,71791
CUST000272,cust000272@example.com,Leon,Božić,1987-07-15,Brasilia,BA,37429
CUST000273,cust000273@example.com,Lucija,Nikolić,1997-05-21,Brasilia,ES,28073
CUST000274,cust000274@example.com,Karlo,Knežević,2000-11-18,Salvador,MG,80207
CUST000275,cust000275@example.com,Nika,Matić,2005-03-03,Belo Horizonte,PR,40365
CUST000276,cust000276@example.com,Sara,Petrović,1999-03-14,Sao Paulo,GO,65928
CUST000277,cust000277@example.com,Josip,Babić,2000-06-24,Sao Paulo,DF,84453
CUST000278,cust000278@example.com,Elena,Pavić,2008-09-07,Belo Horizonte,SP,17784
CUST000279,cust000279@example.com,Mario,Lončar,2002-04-18,Florianopolis,DF,22291
CUST000280,cust000280@example.com,Klara,Vuković,1997-01-02,Salvador,BA,94462
CUST000281,cust000281@example.com,Ema,Brkić,1955-05-22,Florianopolis,SP,36154
CUST000282,cust000282@example.com,Petra,Matić,1994-04-03,Florianopolis,GO,35650
CUST000283,cust000283@example.com,Dario,Božić,1961-10-04,Florianopolis,GO,78741
CUST000284,cust000284@example.com,David,Vidović,1963-10-07,Belo Horizonte,SC,46201
CUST000285,cust000285@example.com,Sara,Jurić,1965-09-29,Florianopolis,SP,49479
CUST000286,cust000286@example.com,Lana,Blažević,1982-08-07,Brasilia,RJ,82920
CUST000287,cust000287@example.com,Klara,Horvat,1996-03-22,Rio de Janeiro,PR,92797
CUST000288,cust000288@example.com,Filip,Pavić,2006-04-26,Porto Alegre,RJ,60243
CUST000289,cust000289@example.com,Iva,Rajić,1954-08-31,Sao Paulo,GO,78595
CUST000290,cust000290@example.com,Filip,Matić,1957-08-21,Sao Paulo,SP,41734
CUST000291,cust000291@example.com,Ivana,Brkić,1983-02-08,Porto Alegre,SC,98927
CUST000292,cust000292@example.com,Marija,Marković,1964-11-18,Belo Horizonte,DF,91451
CUST000293,cust000293@example.com,Marija,Tomić,2002-05-24,Curitiba,DF,52568
CUST000294,cust000294@example.com,Ana,Pavić,1978-10-24,Belo Horizonte,DF,35793
CUST000295,cust000295@example.com,Ivana,Đurić,1959-03-17,Sao Paulo,SC,62204
CUST000296,cust000296@example.com,Ivana,Marić,2002-12-14,Sao Paulo,MG,56746
CUST000297,cust000297@example.com,Ema,Marić,1952-05-08,Porto Alegre,SP,41989
CUST000298,cust000298@example.com,Iva,Đurić,2004-11-29,Florianopolis,RJ,59465
CUST000299,cust000299@example.com,Josip,Šimić,1997-09-19,Belo Horizonte,PR,71383
CUST000300,cust000300@example.com,Ivana,Kovačević,1957-08-19,Campinas,GO,26767
CUST000301,cust000301@example.com,Ivan,Jurić,1967-11-25,Porto Alegre,PR,48652
CUST000302,cust000302@example.com,Marko,Marić,1959-01-12,Brasilia,GO,93732
CUST000303,cust000303@example.com,Luka,Blažević,1949-01-08,Sao Paulo,SP,94244
CUST000304,cust000304@example.com,Iva,Đurić,1948-05-04,Porto Alegre,SP,23383
CUST000305,cust000305@example.com,Iva,Babić,1954-01-03,Belo Horizonte,ES,80784
CUST000306,cust000306@example.com,Ema,Tomić,1950-11-02,Sao Paulo,RJ,70089
CUST000307,cust000307@example.com,Josip,Šimić,1960-05-04,Curitiba,BA,36440
CUST000308,cust000308@example.com,Luka,Pavić,1983-02-16,Porto Alegre,GO,62443
CUST000309,cust000309@example.com,Laura,Božić,1951-02-01,Salvador,RS,66325
CUST000310,cust000310@example.com,Karlo,Nikolić,1969-08-14,Sao Paulo,BA,96766
CUST000311,cust000311@example.com,Klara,Novak,1968-07-18,Belo Horizonte,DF,65919
CUST000312,cust000312@example.com,Petar,Radić,1955-02-16,Rio de Janeiro,PR,26611
CUST000313,cust000313@example.com,Nika,Božić,1995-05-23,Campinas,SP,73483
CUST000314,cust000314@example.com,Laura,Blažević,1988-06-26,Goiania,RS,32457
CUST000315,cust000315@example.com,Lana,Jurić,2003-08-11,Florianopolis,GO,20256
CUST000316,cust000316@example.com,Sara,Đurić,1983-09-06,Goiania,MG,64856
CUST000317,cust000317@example.com,Ana,Brkić,1991-09-30,Belo Horizonte,GO,50533
CUST000318,cust000318@example.com,Ivana,Petrović,1982-08-25,Brasilia,PR,38281
CUST000319,cust000319@example.com,Petra,Vidović,1964-10-25,Brasilia,GO,77275
